date,year,month,group_code,group_name,short_name,monthly_variation,source_table
2023-05-01,2023,5,6,Saúde e cuidados pessoais,Saúde,0.93,7060
2023-05-01,2023,5,7,Despesas pessoais,Pessoais,0.64,7060
2023-05-01,2023,5,8,Educação,Educação,0.05,7060
2023-05-01,2023,5,9,Comunicação,Comunicação,0.21,7060
2023-06-01,2023,6,1,Alimentação e bebidas,Alimentação,-0.66,7060
2023-06-01,2023,6,2,Habitação,Habitação,0.69,7060
2023-06-01,2023,6,3,Artigos de residência,Residência,-0.42,7060
2023-06-01,2023,6,4,Vestuário,Vestuário,0.35,7060
2023-06-01,2023,6,5,Transportes,Transportes,-0.41,7060
2023-06-01,2023,6,6,Saúde e cuidados pessoais,Saúde,0.11,7060
2023-06-01,2023,6,7,Despesas pessoais,Pessoais,0.36,7060
2023-06-01,2023,6,8,Educação,Educação,0.06,7060
2023-06-01,2023,6,9,Comunicação,Comunicação,-0.14,7060
2023-07-01,2023,7,1,Alimentação e bebidas,Alimentação,-0.46,7060
2023-07-01,2023,7,2,Habitação,Habitação,-1.01,7060
2023-07-01,2023,7,3,Artigos de residência,Residência,0.04,7060
2023-07-01,2023,7,4,Vestuário,Vestuário,-0.24,7060
2023-07-01,2023,7,5,Transportes,Transportes,1.5,7060
2023-07-01,2023,7,6,Saúde e cuidados pessoais,Saúde,0.26,7060
2023-07-01,2023,7,7,Despesas pessoais,Pessoais,0.38,7060
2023-07-01,2023,7,8,Educação,Educação,0.13,7060
2023-07-01,2023,7,9,Comunicação,Comunicação,0,7060
2023-08-01,2023,8,1,Alimentação e bebidas,Alimentação,-0.85,7060
2023-08-01,2023,8,2,Habitação,Habitação,1.11,7060
2023-08-01,2023,8,3,Artigos de residência,Residência,-0.04,7060
2023-08-01,2023,8,4,Vestuário,Vestuário,0.54,7060
2023-08-01,2023,8,5,Transportes,Transportes,0.34,7060
2023-08-01,2023,8,6,Saúde e cuidados pessoais,Saúde,0.58,7060
2023-08-01,2023,8,7,Despesas pessoais,Pessoais,0.38,7060
2023-08-01,2023,8,8,Educação,Educação,0.69,7060
2023-08-01,2023,8,9,Comunicação,Comunicação,-0.09,7060
2023-09-01,2023,9,1,Alimentação e bebidas,Alimentação,-0.71,7060
2023-09-01,2023,9,2,Habitação,Habitação,0.47,7060
2023-09-01,2023,9,3,Artigos de residência,Residência,-0.58,7060
2023-09-01,2023,9,4,Vestuário,Vestuário,0.38,7060
2023-09-01,2023,9,5,Transportes,Transportes,1.4,7060
2023-09-01,2023,9,6,Saúde e cuidados pessoais,Saúde,0.04,7060
2023-09-01,2023,9,7,Despesas pessoais,Pessoais,0.45,7060
2023-09-01,2023,9,8,Educação,Educação,0.05,7060
2023-09-01,2023,9,9,Comunicação,Comunicação,-0.11,7060
2023-10-01,2023,10,1,Alimentação e bebidas,Alimentação,0.31,7060
2023-10-01,2023,10,2,Habitação,Habitação,0.02,7060
2023-10-01,2023,10,3,Artigos de residência,Residência,0.46,7060
2023-10-01,2023,10,4,Vestuário,Vestuário,0.45,7060
2023-10-01,2023,10,5,Transportes,Transportes,0.35,7060
2023-10-01,2023,10,6,Saúde e cuidados pessoais,Saúde,0.32,7060
2023-10-01,2023,10,7,Despesas pessoais,Pessoais,0.27,7060
2023-10-01,2023,10,8,Educação,Educação,0.05,7060
2023-10-01,2023,10,9,Comunicação,Comunicação,-0.19,7060
2023-11-01,2023,11,1,Alimentação e bebidas,Alimentação,0.63,7060
2023-11-01,2023,11,2,Habitação,Habitação,0.48,7060
2023-11-01,2023,11,3,Artigos de residência,Residência,-0.42,7060
2023-11-01,2023,11,4,Vestuário,Vestuário,-0.35,7060
2023-11-01,2023,11,5,Transportes,Transportes,0.27,7060
2023-11-01,2023,11,6,Saúde e cuidados pessoais,Saúde,0.08,7060
2023-11-01,2023,11,7,Despesas pessoais,Pessoais,0.58,7060
2023-11-01,2023,11,8,Educação,Educação,0.02,7060
2023-11-01,2023,11,9,Comunicação,Comunicação,-0.5,7060
2023-12-01,2023,12,1,Alimentação e bebidas,Alimentação,1.11,7060
2023-12-01,2023,12,2,Habitação,Habitação,0.34,7060
2023-12-01,2023,12,3,Artigos de residência,Residência,0.76,7060
2023-12-01,2023,12,4,Vestuário,Vestuário,0.7,7060
2023-12-01,2023,12,5,Transportes,Transportes,0.48,7060
2023-12-01,2023,12,6,Saúde e cuidados pessoais,Saúde,0.35,7060
2023-12-01,2023,12,7,Despesas pessoais,Pessoais,0.48,7060
2023-12-01,2023,12,8,Educação,Educação,0.24,7060
2023-12-01,2023,12,9,Comunicação,Comunicação,0.04,7060
2024-01-01,2024,1,1,Alimentação e bebidas,Alimentação,1.38,7060
2024-01-01,2024,1,2,Habitação,Habitação,0.25,7060
2024-01-01,2024,1,3,Artigos de residência,Residência,0.22,7060
2024-01-01,2024,1,4,Vestuário,Vestuário,0.14,7060
2024-01-01,2024,1,5,Transportes,Transportes,-0.65,7060
2024-01-01,2024,1,6,Saúde e cuidados pessoais,Saúde,0.83,7060
2024-01-01,2024,1,7,Despesas pessoais,Pessoais,0.82,7060
2024-01-01,2024,1,8,Educação,Educação,0.33,7060
2024-01-01,2024,1,9,Comunicação,Comunicação,-0.08,7060
2024-02-01,2024,2,1,Alimentação e bebidas,Alimentação,0.95,7060
2024-02-01,2024,2,2,Habitação,Habitação,0.27,7060
2024-02-01,2024,2,3,Artigos de residência,Residência,-0.07,7060
2024-02-01,2024,2,4,Vestuário,Vestuário,-0.44,7060
2024-02-01,2024,2,5,Transportes,Transportes,0.72,7060
2024-02-01,2024,2,6,Saúde e cuidados pessoais,Saúde,0.65,7060
2024-02-01,2024,2,7,Despesas pessoais,Pessoais,0.05,7060
2024-02-01,2024,2,8,Educação,Educação,4.98,7060
2024-02-01,2024,2,9,Comunicação,Comunicação,1.56,7060
2024-03-01,2024,3,1,Alimentação e bebidas,Alimentação,0.53,7060
2024-03-01,2024,3,2,Habitação,Habitação,0.19,7060
2024-03-01,2024,3,3,Artigos de residência,Residência,-0.04,7060
2024-03-01,2024,3,4,Vestuário,Vestuário,0.03,7060
2024-03-01,2024,3,5,Transportes,Transportes,-0.33,7060
2024-03-01,2024,3,6,Saúde e cuidados pessoais,Saúde,0.43,7060
2024-03-01,2024,3,7,Despesas pessoais,Pessoais,0.33,7060
2024-03-01,2024,3,8,Educação,Educação,0.14,7060
2024-03-01,2024,3,9,Comunicação,Comunicação,-0.13,7060
2024-04-01,2024,4,1,Alimentação e bebidas,Alimentação,0.7,7060
2024-04-01,2024,4,2,Habitação,Habitação,-0.01,7060
2024-04-01,2024,4,3,Artigos de residência,Residência,-0.26,7060
2024-04-01,2024,4,4,Vestuário,Vestuário,0.55,7060
2024-04-01,2024,4,5,Transportes,Transportes,0.14,7060
2024-04-01,2024,4,6,Saúde e cuidados pessoais,Saúde,1.16,7060
2024-04-01,2024,4,7,Despesas pessoais,Pessoais,0.1,7060
2024-04-01,2024,4,8,Educação,Educação,0.05,7060
2024-04-01,2024,4,9,Comunicação,Comunicação,0.48,7060
2024-05-01,2024,5,1,Alimentação e bebidas,Alimentação,0.62,7060
2024-05-01,2024,5,2,Habitação,Habitação,0.67,7060
2024-05-01,2024,5,3,Artigos de residência,Residência,-0.53,7060
2024-05-01,2024,5,4,Vestuário,Vestuário,0.5,7060
2024-05-01,2024,5,5,Transportes,Transportes,0.44,7060
2024-05-01,2024,5,6,Saúde e cuidados pessoais,Saúde,0.69,7060
2024-05-01,2024,5,7,Despesas pessoais,Pessoais,0.22,7060
2024-05-01,2024,5,8,Educação,Educação,0.09,7060
2024-05-01,2024,5,9,Comunicação,Comunicação,0.14,7060
2024-06-01,2024,6,1,Alimentação e bebidas,Alimentação,0.44,7060
2024-06-01,2024,6,2,Habitação,Habitação,0.25,7060
2024-06-01,2024,6,3,Artigos de residência,Residência,0.19,7060
2024-06-01,2024,6,4,Vestuário,Vestuário,0.02,7060
2024-06-01,2024,6,5,Transportes,Transportes,-0.19,7060
2024-06-01,2024,6,6,Saúde e cuidados pessoais,Saúde,0.54,7060
2024-06-01,2024,6,7,Despesas pessoais,Pessoais,0.29,7060
2024-06-01,2024,6,8,Educação,Educação,0.06,7060
2024-06-01,2024,6,9,Comunicação,Comunicação,-0.08,7060
2024-07-01,2024,7,1,Alimentação e bebidas,Alimentação,-1,7060
2024-07-01,2024,7,2,Habitação,Habitação,0.77,7060
2024-07-01,2024,7,3,Artigos de residência,Residência,0.48,7060
2024-07-01,2024,7,4,Vestuário,Vestuário,-0.02,7060
2024-07-01,2024,7,5,Transportes,Transportes,1.82,7060
2024-07-01,2024,7,6,Saúde e cuidados pessoais,Saúde,0.22,7060
2024-07-01,2024,7,7,Despesas pessoais,Pessoais,0.52,7060
2024-07-01,2024,7,8,Educação,Educação,0.08,7060
2024-07-01,2024,7,9,Comunicação,Comunicação,0.18,7060
2024-08-01,2024,8,1,Alimentação e bebidas,Alimentação,-0.44,7060
2024-08-01,2024,8,2,Habitação,Habitação,-0.51,7060
2024-08-01,2024,8,3,Artigos de residência,Residência,0.74,7060
2024-08-01,2024,8,4,Vestuário,Vestuário,0.39,7060
2024-08-01,2024,8,5,Transportes,Transportes,0,7060
2024-08-01,2024,8,6,Saúde e cuidados pessoais,Saúde,0.25,7060
2024-08-01,2024,8,7,Despesas pessoais,Pessoais,0.25,7060
2024-08-01,2024,8,8,Educação,Educação,0.73,7060
2024-08-01,2024,8,9,Comunicação,Comunicação,0.1,7060
2024-09-01,2024,9,1,Alimentação e bebidas,Alimentação,0.5,7060
2024-09-01,2024,9,2,Habitação,Habitação,1.8,7060
2024-09-01,2024,9,3,Artigos de residência,Residência,-0.19,7060
2024-09-01,2024,9,4,Vestuário,Vestuário,0.18,7060
2024-09-01,2024,9,5,Transportes,Transportes,0.14,7060
2024-09-01,2024,9,6,Saúde e cuidados pessoais,Saúde,0.46,7060
2024-09-01,2024,9,7,Despesas pessoais,Pessoais,-0.31,7060
2024-09-01,2024,9,8,Educação,Educação,0.05,7060
2024-09-01,2024,9,9,Comunicação,Comunicação,-0.05,7060
2024-10-01,2024,10,1,Alimentação e bebidas,Alimentação,1.06,7060
2024-10-01,2024,10,2,Habitação,Habitação,1.49,7060
2024-10-01,2024,10,3,Artigos de residência,Residência,0.43,7060
2024-10-01,2024,10,4,Vestuário,Vestuário,0.37,7060
2024-10-01,2024,10,5,Transportes,Transportes,-0.38,7060
2024-10-01,2024,10,6,Saúde e cuidados pessoais,Saúde,0.38,7060
2024-10-01,2024,10,7,Despesas pessoais,Pessoais,0.7,7060
2024-10-01,2024,10,8,Educação,Educação,0.04,7060
2024-10-01,2024,10,9,Comunicação,Comunicação,0.52,7060
2024-11-01,2024,11,1,Alimentação e bebidas,Alimentação,1.55,7060
2024-11-01,2024,11,2,Habitação,Habitação,-1.53,7060
2024-11-01,2024,11,3,Artigos de residência,Residência,-0.31,7060
2024-11-01,2024,11,4,Vestuário,Vestuário,-0.12,7060
2024-11-01,2024,11,5,Transportes,Transportes,0.89,7060
2024-11-01,2024,11,6,Saúde e cuidados pessoais,Saúde,-0.06,7060
2024-11-01,2024,11,7,Despesas pessoais,Pessoais,1.43,7060
2024-11-01,2024,11,8,Educação,Educação,-0.04,7060
2024-11-01,2024,11,9,Comunicação,Comunicação,-0.1,7060
2024-12-01,2024,12,1,Alimentação e bebidas,Alimentação,1.18,7060
2024-12-01,2024,12,2,Habitação,Habitação,-0.56,7060
2024-12-01,2024,12,3,Artigos de residência,Residência,0.65,7060
2024-12-01,2024,12,4,Vestuário,Vestuário,1.14,7060
2024-12-01,2024,12,5,Transportes,Transportes,0.67,7060
2024-12-01,2024,12,6,Saúde e cuidados pessoais,Saúde,0.38,7060
2024-12-01,2024,12,7,Despesas pessoais,Pessoais,0.62,7060
2024-12-01,2024,12,8,Educação,Educação,0.11,7060
2024-12-01,2024,12,9,Comunicação,Comunicação,0.37,7060
2025-01-01,2025,1,1,Alimentação e bebidas,Alimentação,0.96,7060
2025-01-01,2025,1,2,Habitação,Habitação,-3.08,7060
2025-01-01,2025,1,3,Artigos de residência,Residência,-0.09,7060
2025-01-01,2025,1,4,Vestuário,Vestuário,-0.14,7060
2025-01-01,2025,1,5,Transportes,Transportes,1.3,7060
2025-01-01,2025,1,6,Saúde e cuidados pessoais,Saúde,0.7,7060
2025-01-01,2025,1,7,Despesas pessoais,Pessoais,0.51,7060
2025-01-01,2025,1,8,Educação,Educação,0.26,7060
2025-01-01,2025,1,9,Comunicação,Comunicação,-0.17,7060
2025-02-01,2025,2,1,Alimentação e bebidas,Alimentação,0.7,7060
2025-02-01,2025,2,2,Habitação,Habitação,4.44,7060
2025-02-01,2025,2,3,Artigos de residência,Residência,0.44,7060
2025-02-01,2025,2,4,Vestuário,Vestuário,0,7060
2025-02-01,2025,2,5,Transportes,Transportes,0.61,7060
2025-02-01,2025,2,6,Saúde e cuidados pessoais,Saúde,0.49,7060
2025-02-01,2025,2,7,Despesas pessoais,Pessoais,0.13,7060
2025-02-01,2025,2,8,Educação,Educação,4.7,7060
2025-02-01,2025,2,9,Comunicação,Comunicação,0.17,7060
2025-03-01,2025,3,1,Alimentação e bebidas,Alimentação,1.17,7060
2025-03-01,2025,3,2,Habitação,Habitação,0.24,7060
2025-03-01,2025,3,3,Artigos de residência,Residência,0.13,7060
2025-03-01,2025,3,4,Vestuário,Vestuário,0.59,7060
2025-03-01,2025,3,5,Transportes,Transportes,0.46,7060
2025-03-01,2025,3,6,Saúde e cuidados pessoais,Saúde,0.43,7060
2025-03-01,2025,3,7,Despesas pessoais,Pessoais,0.7,7060
2025-03-01,2025,3,8,Educação,Educação,0.1,7060
2025-03-01,2025,3,9,Comunicação,Comunicação,0.24,7060
2025-04-01,2025,4,1,Alimentação e bebidas,Alimentação,0.82,7060
2025-04-01,2025,4,2,Habitação,Habitação,0.14,7060
2025-04-01,2025,4,3,Artigos de residência,Residência,0.53,7060
2025-04-01,2025,4,4,Vestuário,Vestuário,1.02,7060
2025-04-01,2025,4,5,Transportes,Transportes,-0.38,7060
2025-04-01,2025,4,6,Saúde e cuidados pessoais,Saúde,1.18,7060
2025-04-01,2025,4,7,Despesas pessoais,Pessoais,0.54,7060
2025-04-01,2025,4,8,Educação,Educação,0.05,7060
2025-04-01,2025,4,9,Comunicação,Comunicação,0.69,7060
2025-05-01,2025,5,1,Alimentação e bebidas,Alimentação,0.17,7060
2025-05-01,2025,5,2,Habitação,Habitação,1.19,7060
2025-05-01,2025,5,3,Artigos de residência,Residência,-0.27,7060
2025-05-01,2025,5,4,Vestuário,Vestuário,0.41,7060
2025-05-01,2025,5,5,Transportes,Transportes,-0.37,7060
2025-05-01,2025,5,6,Saúde e cuidados pessoais,Saúde,0.54,7060
2025-05-01,2025,5,7,Despesas pessoais,Pessoais,0.35,7060
2025-05-01,2025,5,8,Educação,Educação,0.05,7060
2025-05-01,2025,5,9,Comunicação,Comunicação,0.07,7060
2025-06-01,2025,6,1,Alimentação e bebidas,Alimentação,-0.18,7060
2025-06-01,2025,6,2,Habitação,Habitação,0.99,7060
2025-06-01,2025,6,3,Artigos de residência,Residência,0.08,7060
2025-06-01,2025,6,4,Vestuário,Vestuário,0.75,7060
2025-06-01,2025,6,5,Transportes,Transportes,0.27,7060
2025-06-01,2025,6,6,Saúde e cuidados pessoais,Saúde,0.07,7060
2025-06-01,2025,6,7,Despesas pessoais,Pessoais,0.23,7060
2025-06-01,2025,6,8,Educação,Educação,0,7060
2025-06-01,2025,6,9,Comunicação,Comunicação,0.11,7060
2025-07-01,2025,7,1,Alimentação e bebidas,Alimentação,-0.27,7060
2025-07-01,2025,7,2,Habitação,Habitação,0.91,7060
2025-07-01,2025,7,3,Artigos de residência,Residência,0.09,7060
2025-07-01,2025,7,4,Vestuário,Vestuário,-0.54,7060
2025-07-01,2025,7,5,Transportes,Transportes,0.35,7060
2025-07-01,2025,7,6,Saúde e cuidados pessoais,Saúde,0.45,7060
2025-07-01,2025,7,7,Despesas pessoais,Pessoais,0.76,7060
2025-07-01,2025,7,8,Educação,Educação,0.02,7060
2025-07-01,2025,7,9,Comunicação,Comunicação,-0.09,7060
2025-08-01,2025,8,1,Alimentação e bebidas,Alimentação,-0.46,7060
2025-08-01,2025,8,2,Habitação,Habitação,-0.9,7060
2025-08-01,2025,8,3,Artigos de residência,Residência,-0.09,7060
2025-08-01,2025,8,4,Vestuário,Vestuário,0.72,7060
2025-08-01,2025,8,5,Transportes,Transportes,-0.27,7060
2025-08-01,2025,8,6,Saúde e cuidados pessoais,Saúde,0.54,7060
2025-08-01,2025,8,7,Despesas pessoais,Pessoais,0.4,7060
2025-08-01,2025,8,8,Educação,Educação,0.75,7060
2025-08-01,2025,8,9,Comunicação,Comunicação,-0.09,7060
2025-09-01,2025,9,1,Alimentação e bebidas,Alimentação,-0.26,7060
2025-09-01,2025,9,2,Habitação,Habitação,2.97,7060
2025-09-01,2025,9,3,Artigos de residência,Residência,-0.4,7060
2025-09-01,2025,9,4,Vestuário,Vestuário,0.63,7060
2025-09-01,2025,9,5,Transportes,Transportes,0.01,7060
2025-09-01,2025,9,6,Saúde e cuidados pessoais,Saúde,0.17,7060
2025-09-01,2025,9,7,Despesas pessoais,Pessoais,0.51,7060
2025-09-01,2025,9,8,Educação,Educação,0.07,7060
2025-09-01,2025,9,9,Comunicação,Comunicação,-0.17,7060
2025-10-01,2025,10,1,Alimentação e bebidas,Alimentação,0.01,7060
2025-10-01,2025,10,2,Habitação,Habitação,-0.3,7060
2025-10-01,2025,10,3,Artigos de residência,Residência,-0.34,7060
2025-10-01,2025,10,4,Vestuário,Vestuário,0.51,7060
2025-10-01,2025,10,5,Transportes,Transportes,0.11,7060
2025-10-01,2025,10,6,Saúde e cuidados pessoais,Saúde,0.41,7060
2025-10-01,2025,10,7,Despesas pessoais,Pessoais,0.45,7060
2025-10-01,2025,10,8,Educação,Educação,0.06,7060
2025-10-01,2025,10,9,Comunicação,Comunicação,-0.16,7060
2025-11-01,2025,11,1,Alimentação e bebidas,Alimentação,-0.01,7060
2025-11-01,2025,11,2,Habitação,Habitação,0.52,7060
2025-11-01,2025,11,3,Artigos de residência,Residência,-1,7060
2025-11-01,2025,11,4,Vestuário,Vestuário,0.49,7060
2025-11-01,2025,11,5,Transportes,Transportes,0.22,7060
2025-11-01,2025,11,6,Saúde e cuidados pessoais,Saúde,-0.04,7060
2025-11-01,2025,11,7,Despesas pessoais,Pessoais,0.77,7060
2025-11-01,2025,11,8,Educação,Educação,0.01,7060
2025-11-01,2025,11,9,Comunicação,Comunicação,-0.2,7060
2025-12-01,2025,12,1,Alimentação e bebidas,Alimentação,0.27,7060
2025-12-01,2025,12,2,Habitação,Habitação,-0.33,7060
2025-12-01,2025,12,3,Artigos de residência,Residência,0.64,7060
2025-12-01,2025,12,4,Vestuário,Vestuário,0.45,7060
2025-12-01,2025,12,5,Transportes,Transportes,0.74,7060
2025-12-01,2025,12,6,Saúde e cuidados pessoais,Saúde,0.52,7060
2025-12-01,2025,12,7,Despesas pessoais,Pessoais,0.36,7060
2025-12-01,2025,12,8,Educação,Educação,0.08,7060
2025-12-01,2025,12,9,Comunicação,Comunicação,0.37,7060
2026-01-01,2026,1,1,Alimentação e bebidas,Alimentação,0.23,7060
2026-01-01,2026,1,2,Habitação,Habitação,-0.11,7060
2026-01-01,2026,1,3,Artigos de residência,Residência,0.2,7060
2026-01-01,2026,1,4,Vestuário,Vestuário,-0.25,7060
2026-01-01,2026,1,5,Transportes,Transportes,0.6,7060
2026-01-01,2026,1,6,Saúde e cuidados pessoais,Saúde,0.7,7060
2026-01-01,2026,1,7,Despesas pessoais,Pessoais,0.41,7060
2026-01-01,2026,1,8,Educação,Educação,0.02,7060
2026-01-01,2026,1,9,Comunicação,Comunicação,0.82,7060
2026-02-01,2026,2,1,Alimentação e bebidas,Alimentação,0.26,7060
2026-02-01,2026,2,2,Habitação,Habitação,0.3,7060
2026-02-01,2026,2,3,Artigos de residência,Residência,0.13,7060
2026-02-01,2026,2,4,Vestuário,Vestuário,0.16,7060
2026-02-01,2026,2,5,Transportes,Transportes,0.74,7060
2026-02-01,2026,2,6,Saúde e cuidados pessoais,Saúde,0.59,7060
2026-02-01,2026,2,7,Despesas pessoais,Pessoais,0.33,7060
2026-02-01,2026,2,8,Educação,Educação,5.21,7060
2026-02-01,2026,2,9,Comunicação,Comunicação,0.15,7060
2026-03-01,2026,3,1,Alimentação e bebidas,Alimentação,1.56,7060
2026-03-01,2026,3,2,Habitação,Habitação,0.22,7060
2026-03-01,2026,3,3,Artigos de residência,Residência,0.51,7060
2026-03-01,2026,3,4,Vestuário,Vestuário,0.46,7060
2026-03-01,2026,3,5,Transportes,Transportes,1.64,7060
2026-03-01,2026,3,6,Saúde e cuidados pessoais,Saúde,0.42,7060
2026-03-01,2026,3,7,Despesas pessoais,Pessoais,0.65,7060
2026-03-01,2026,3,8,Educação,Educação,0.02,7060
2026-03-01,2026,3,9,Comunicação,Comunicação,0.19,7060
2026-04-01,2026,4,1,Alimentação e bebidas,Alimentação,1.34,7060
2026-04-01,2026,4,2,Habitação,Habitação,0.63,7060
2026-04-01,2026,4,3,Artigos de residência,Residência,0.65,7060
2026-04-01,2026,4,4,Vestuário,Vestuário,0.52,7060
2026-04-01,2026,4,5,Transportes,Transportes,0.06,7060
2026-04-01,2026,4,6,Saúde e cuidados pessoais,Saúde,1.16,7060
2026-04-01,2026,4,7,Despesas pessoais,Pessoais,0.35,7060
2026-04-01,2026,4,8,Educação,Educação,0.06,7060
2026-04-01,2026,4,9,Comunicação,Comunicação,0.57,7060
2026-05-01,2026,5,1,Alimentação e bebidas,Alimentação,1.33,7060
2026-05-01,2026,5,2,Habitação,Habitação,1.22,7060
2026-05-01,2026,5,3,Artigos de residência,Residência,0.08,7060
2026-05-01,2026,5,4,Vestuário,Vestuário,0.62,7060
2026-05-01,2026,5,5,Transportes,Transportes,-0.46,7060
2026-05-01,2026,5,6,Saúde e cuidados pessoais,Saúde,0.9,7060
2026-05-01,2026,5,7,Despesas pessoais,Pessoais,0.41,7060
2026-05-01,2026,5,8,Educação,Educação,0,7060
2026-05-01,2026,5,9,Comunicação,Comunicação,0.23,7060
